"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","ecp"
"1456",504645,"E02001074","E02001075",11,0,0,0,0,0,0,9,0,0,2,0,3684.49134511439,0.143578827600141,1.57936710360155,1.57936710360155
"1457",504646,"E02001074","E02001076",51,0,0,0,5,0,1,22,3,5,15,0,1725.68828834444,0.21243686046445,10.8342798836869,5.83427988368693
"1458",504647,"E02001074","E02001077",45,0,0,0,6,0,1,23,2,6,7,0,1851.55835764445,0.207155724587296,9.32200760642832,3.32200760642832
"1459",504648,"E02001074","E02001078",16,0,0,0,0,0,0,15,1,0,0,0,3245.27799316894,0.156761709115155,2.50818734584249,2.50818734584249
"1460",504649,"E02001074","E02001079",56,0,0,0,7,0,0,25,6,2,16,0,904.308410186852,0.25036523522312,14.0204531724947,12.0204531724947
"1461",504650,"E02001074","E02001080",23,0,0,0,9,0,0,3,1,5,5,0,2076.71595517919,0.198034109016919,4.55478450738913,-0.445215492610872
"1462",504651,"E02001074","E02001081",20,0,0,0,1,0,0,12,0,4,3,0,3044.96327679217,0.163169545930305,3.26339091860611,-0.73660908139389
"1463",504652,"E02001074","E02001082",44,0,1,0,13,0,0,15,4,5,6,0,1742.81103185891,0.211710604348985,9.31526659135532,4.31526659135532
"1464",504653,"E02001074","E02001083",58,0,0,0,14,2,0,33,4,1,4,0,1890.56220162982,0.205546037236944,11.9216701597427,10.9216701597427
"1465",504654,"E02001074","E02001084",17,0,0,0,3,0,0,8,5,0,1,0,2377.7510993741,0.186462893119552,3.16986918303238,3.16986918303238
"1466",504655,"E02001074","E02001085",16,0,0,0,3,2,0,7,0,2,2,0,3100.73318349735,0.161359668294328,2.58175469270924,0.581754692709242
"1467",504656,"E02001074","E02001086",25,0,0,0,6,1,2,14,0,0,2,0,2690.99749138763,0.175139531025552,4.37848827563881,4.37848827563881
"1468",504657,"E02001074","E02001087",24,0,0,0,12,1,0,8,0,1,2,0,3228.56818431359,0.157286477143115,3.77487545143476,2.77487545143476
"1469",504658,"E02001074","E02001088",7,0,0,0,2,0,0,4,0,1,0,0,4704.08538124801,0.117092637897161,0.819648465280126,-0.180351534719874
"1470",504659,"E02001074","E02001089",68,0,0,0,19,0,0,40,3,2,4,0,4140.02258913657,0.131076085091877,8.91317378624765,6.91317378624765
"1471",504660,"E02001074","E02001090",22,0,0,0,7,0,0,11,0,3,1,0,4204.91292692331,0.129385961793829,2.84649115946424,-0.15350884053576
"1472",504661,"E02001074","E02001091",4,0,0,0,3,0,0,1,0,0,0,0,6232.31851207887,0.0862559269870106,0.345023707948042,0.345023707948042
"1473",504662,"E02001074","E02001092",9,0,0,0,4,0,0,5,0,0,0,0,5706.12828205959,0.0958281821114686,0.862453639003218,0.862453639003218
"1474",504663,"E02001074","E02001093",19,0,0,1,5,0,0,10,1,2,0,0,5981.58093835819,0.090691740314728,1.72314306597983,-0.276856934020168
"1475",504664,"E02001074","E02001094",11,0,0,0,5,0,0,4,1,1,0,0,6949.70671388877,0.0747269745377008,0.821996719914709,-0.178003280085291
"1476",504665,"E02001074","E02001095",50,0,0,0,8,0,0,37,1,3,1,0,7309.21903887788,0.0695425410589505,3.47712705294752,0.477127052947525
"1477",504666,"E02001074","E02001096",14,0,0,0,4,0,0,6,4,0,0,0,8286.31889590644,0.057197986428942,0.800771810005188,0.800771810005188
"1478",504667,"E02001074","E02001097",48,0,0,3,8,0,1,34,2,0,0,0,9701.25348155011,0.0431003784729539,2.06881816670179,2.06881816670179
"1479",504957,"E02001074","E02006902",298,0,0,0,168,1,1,82,11,17,18,0,4569.1851036106,0.120294806875792,35.8478524489859,18.8478524489859
"1480",504958,"E02001074","E02006912",176,0,0,1,96,0,0,53,6,13,7,0,3733.26217614774,0.142185144012653,25.024585346227,12.024585346227
"1481",504959,"E02001074","E02006913",18,0,1,0,7,0,0,3,1,5,1,0,5816.71388976933,0.0937320047134238,1.68717608484163,-3.31282391515837
"1482",504960,"E02001074","E02006914",106,0,0,1,52,0,0,19,6,21,7,0,2874.45925168298,0.168829718532009,17.8959501643929,-3.1040498356071
"1483",504961,"E02001074","E02006915",34,0,0,0,4,0,0,22,5,2,1,0,5938.8678700349,0.0914698034294385,3.10997331660091,1.10997331660091
"1484",504962,"E02001074","E02006916",9,0,0,0,2,0,0,5,0,2,0,0,3012.06538143544,0.164246672493677,1.4782200524431,-0.521779947556902
"1485",504963,"E02001074","E02006917",113,0,0,0,48,1,2,39,9,7,4,3,3472.32646571568,0.149802413361846,16.9276727098886,9.92767270988859
"1486",505018,"E02001075","E02001045",3,0,0,0,2,0,0,1,0,0,0,0,10616.8284578067,0.0358884954486365,0.10766548634591,0.10766548634591
"1487",505019,"E02001075","E02001046",2,0,0,0,0,0,0,2,0,0,0,0,9418.54751887657,0.0456075362215205,0.091215072443041,0.091215072443041
"1488",505020,"E02001075","E02001047",4,0,0,0,1,0,0,2,0,0,1,0,9037.90594016739,0.0492151393545146,0.196860557418058,0.196860557418058
"1489",505021,"E02001075","E02001049",1,0,0,0,0,0,0,0,0,0,1,0,8120.80508805503,0.0591230849860455,0.0591230849860455,0.0591230849860455
"1490",505022,"E02001075","E02001050",15,0,0,0,3,3,0,6,0,0,3,0,8388.06872595717,0.0560457728654141,0.840686592981212,0.840686592981212
"1491",505023,"E02001075","E02001051",4,0,0,1,0,0,0,3,0,0,0,0,7845.32379074693,0.0624719537798855,0.249887815119542,0.249887815119542
"1492",505024,"E02001075","E02001052",11,0,1,0,3,0,0,6,0,0,1,0,8242.61672556965,0.0577001128629386,0.634701241492324,0.634701241492324
"1493",505025,"E02001075","E02001053",3,0,0,0,1,0,0,2,0,0,0,0,7004.8548869457,0.0739072920219672,0.221721876065902,0.221721876065902
"1494",505026,"E02001075","E02001055",15,0,0,0,6,0,0,7,0,0,2,0,6053.52454094765,0.0893961455383704,1.34094218307556,1.34094218307556
"1495",505027,"E02001075","E02001056",7,0,0,0,1,0,0,5,0,1,0,0,5123.43629138179,0.107672608073784,0.75370825651649,-0.24629174348351
"1496",505028,"E02001075","E02001057",15,0,0,3,4,0,0,6,0,2,0,0,5049.18434533269,0.109283519940046,1.63925279910068,-0.360747200899316
"1497",505029,"E02001075","E02001059",29,0,0,1,5,0,1,12,3,6,1,0,4073.50495653599,0.132831510047199,3.85211379136878,-2.14788620863122
"1498",505030,"E02001075","E02001061",19,0,0,0,4,1,0,10,1,3,0,0,3301.34829765606,0.155013593817958,2.94525828254121,-0.0547417174587941
"1499",505031,"E02001075","E02001062",125,0,0,2,63,0,0,38,4,16,2,0,3570.20892457916,0.146898326313278,18.3622907891597,2.36229078915969
"1500",505032,"E02001075","E02001063",61,0,0,2,27,0,1,21,1,6,3,0,4350.24648741778,0.125679268949879,7.66643540594264,1.66643540594264
"1501",505033,"E02001075","E02001064",53,0,0,0,12,0,0,22,6,6,7,0,2358.05771201687,0.187198758532904,9.92153420224393,3.92153420224393
"1502",505034,"E02001075","E02001065",7,0,0,0,6,0,0,1,0,0,0,0,2889.19188866492,0.168332989313539,1.17833092519477,1.17833092519477
"1503",505035,"E02001075","E02001066",109,0,0,0,39,0,0,43,5,8,14,0,2461.0029205761,0.183383922158571,19.9888475152842,11.9888475152842
"1504",505036,"E02001075","E02001067",18,0,0,0,2,0,0,8,4,1,3,0,1573.63554913345,0.218996416097175,3.94193548974914,2.94193548974914
"1505",505037,"E02001075","E02001068",5,0,0,0,3,0,0,2,0,0,0,0,4256.51209920687,0.128057586184487,0.640287930922434,0.640287930922434
"1506",505038,"E02001075","E02001069",22,0,0,1,4,0,0,12,0,1,4,0,3203.48040014298,0.158077654209487,3.47770839260871,2.47770839260871
"1507",505039,"E02001075","E02001070",44,0,0,0,14,2,2,12,4,4,6,0,2045.4921587272,0.199274653779273,8.76808476628801,4.76808476628801
"1508",505040,"E02001075","E02001071",46,0,0,1,9,0,1,11,1,4,19,0,799.568739345232,0.255665187406114,11.7605986206812,7.76059862068122
"1509",505041,"E02001075","E02001072",3,0,0,0,1,0,0,1,0,1,0,0,5052.26824779639,0.109216136779214,0.327648410337643,-0.672351589662357
"1510",505042,"E02001075","E02001073",6,0,0,0,2,0,1,2,0,1,0,0,6169.64915677466,0.087343851363511,0.524063108181066,-0.475936891818934
"1511",505043,"E02001075","E02001074",5,0,0,0,1,0,0,4,0,0,0,0,3684.49134511439,0.143578827600141,0.717894138000704,0.717894138000704
"1512",505044,"E02001075","E02001075",199,0,0,5,23,2,0,67,2,7,93,0,0,0.3,59.7,52.7
"1513",505045,"E02001075","E02001076",26,0,0,0,5,0,0,12,0,0,9,0,1964.28796643134,0.202537464917027,5.2659740878427,5.2659740878427
"1514",505046,"E02001075","E02001077",12,0,0,0,2,0,0,9,0,1,0,0,5413.75596562661,0.101598755040496,1.21918506048595,0.219185060485949
"1515",505047,"E02001075","E02001078",28,0,0,2,4,0,2,8,1,1,10,0,874.074402743911,0.25188373049306,7.05274445380567,6.05274445380567
"1516",505048,"E02001075","E02001079",3,0,0,0,1,0,0,1,1,0,0,0,3788.33435573765,0.140627648071024,0.421882944213072,0.421882944213072
"1517",505049,"E02001075","E02001080",20,0,0,1,2,0,0,9,2,2,4,0,2021.39283784231,0.200237448951486,4.00474897902971,2.00474897902971
"1518",505050,"E02001075","E02001081",4,0,0,0,0,1,0,2,0,1,0,0,6504.80672910688,0.0816809764884738,0.326723905953895,-0.673276094046105
"1519",505051,"E02001075","E02001082",35,0,0,0,7,0,0,18,6,1,3,0,3487.07155688784,0.149361294067392,5.22764529235872,4.22764529235872
"1520",505052,"E02001075","E02001083",28,0,0,1,7,0,0,15,4,1,0,0,4517.921244653,0.121534506396854,3.40296617911192,2.40296617911192
"1521",505053,"E02001075","E02001084",9,0,0,0,2,0,0,5,1,0,1,0,2990.18782699042,0.164966910152431,1.48470219137188,1.48470219137188
"1522",505054,"E02001075","E02001085",14,0,0,0,4,0,0,6,1,3,0,0,2173.4556888953,0.194239384067104,2.71935137693945,-0.28064862306055
"1523",505055,"E02001075","E02001086",5,0,0,0,3,0,0,1,0,0,1,0,5307.56865060049,0.10377952993957,0.518897649697851,0.518897649697851
"1524",505056,"E02001075","E02001087",15,0,0,1,3,0,0,9,0,2,0,0,4452.54186239546,0.123134111917722,1.84701167876583,-0.152988321234172
"1525",505057,"E02001075","E02001088",4,0,0,0,2,0,0,2,0,0,0,0,7333.74252389189,0.0692022910599158,0.276809164239663,0.276809164239663
"1526",505058,"E02001075","E02001089",44,0,0,0,10,2,0,22,1,5,4,0,4613.71171762643,0.119228298637343,5.24604514004309,0.246045140043092
"1527",505059,"E02001075","E02001090",21,0,0,0,7,0,0,13,1,0,0,0,6122.25365843384,0.0881757289322751,1.85169030757778,1.85169030757778
"1528",505060,"E02001075","E02001091",2,0,0,0,0,0,0,2,0,0,0,0,8982.87939903415,0.049759758486368,0.099519516972736,0.099519516972736
"1529",505061,"E02001075","E02001092",7,0,0,0,2,0,0,4,1,0,0,0,7920.31996113587,0.0615419146951973,0.430793402866381,0.430793402866381
"1530",505062,"E02001075","E02001093",7,0,0,0,0,0,0,4,1,2,0,0,7325.83646431358,0.069311801103607,0.485182607725249,-1.51481739227475
"1531",505063,"E02001075","E02001094",6,0,0,0,0,0,0,5,1,0,0,0,8382.45071001122,0.0561087814662498,0.336652688797499,0.336652688797499
"1532",505064,"E02001075","E02001095",29,0,0,2,8,0,0,17,0,2,0,0,9260.9382763431,0.0470680684739125,1.36497398574346,-0.635026014256538
"1533",505065,"E02001075","E02001096",6,0,1,2,0,0,0,2,0,0,1,0,9055.11206463456,0.0490460700614077,0.294276420368446,0.294276420368446
"1534",505066,"E02001075","E02001097",37,0,0,1,8,2,0,24,1,1,0,0,11061.5564441834,0.0328342174257339,1.21486604475215,0.214866044752154
"1535",505332,"E02001075","E02006902",228,0,2,27,132,0,0,35,8,15,9,0,5793.99946705645,0.0941587870662709,21.4682034511098,6.46820345110977
"1536",505333,"E02001075","E02006912",184,0,0,51,76,0,2,32,2,14,7,0,4878.79319966235,0.113071892669308,20.8052282511527,6.80522825115267
"1537",505334,"E02001075","E02006913",12,0,1,1,6,0,0,4,0,0,0,0,6743.71080018721,0.0778699645714835,0.934439574857802,0.934439574857802
"1538",505335,"E02001075","E02006914",53,0,0,5,26,1,0,7,1,9,4,0,4869.65605179686,0.113278712506645,6.00377176285221,-2.99622823714779
"1539",505336,"E02001075","E02006915",20,0,0,0,8,1,0,10,0,0,1,0,7333.06391015999,0.0692116840223191,1.38423368044638,1.38423368044638
"1540",505337,"E02001075","E02006916",4,0,0,1,3,0,0,0,0,0,0,0,5697.2202778977,0.0959990618550311,0.383996247420124,0.383996247420124
"1541",505338,"E02001075","E02006917",89,0,0,16,42,0,0,16,5,5,5,0,5706.1119733259,0.0958284946792387,8.52873602645225,3.52873602645225
"1542",505384,"E02001076","E02001045",1,0,0,0,0,0,0,1,0,0,0,0,10298.483153586,0.0382477924139497,0.0382477924139497,0.0382477924139497
"1543",505385,"E02001076","E02001047",1,0,0,0,0,0,0,1,0,0,0,0,9197.83673209595,0.0476658461704836,0.0476658461704836,0.0476658461704836
"1544",505386,"E02001076","E02001048",1,0,0,0,0,0,0,0,0,0,1,0,10005.781266206,0.0405536675424576,0.0405536675424576,0.0405536675424576
"1545",505387,"E02001076","E02001050",6,0,0,0,0,0,0,5,1,0,0,0,8080.7008147521,0.0595992095682563,0.357595257409538,0.357595257409538
"1546",505388,"E02001076","E02001051",5,0,0,0,1,0,0,3,0,0,1,0,7942.41933203377,0.0612705074103341,0.306352537051671,0.306352537051671
"1547",505389,"E02001076","E02001052",6,0,0,0,1,0,0,4,1,0,0,0,7655.56433888088,0.0648884477360109,0.389330686416065,0.389330686416065
"1548",505390,"E02001076","E02001053",1,0,0,0,0,0,0,1,0,0,0,0,6840.20292225849,0.0763816046389922,0.0763816046389922,0.0763816046389922
"1549",505391,"E02001076","E02001055",10,0,0,0,3,0,0,6,0,0,1,0,6322.76964885074,0.0847095668316596,0.847095668316596,0.847095668316596
"1550",505392,"E02001076","E02001056",1,0,0,0,0,0,0,0,0,0,1,0,5697.67851578448,0.0959902641767328,0.0959902641767328,0.0959902641767328
"1551",505393,"E02001076","E02001057",10,0,0,1,5,0,0,3,1,0,0,0,4680.80877563703,0.117639012515515,1.17639012515515,1.17639012515515
"1552",505394,"E02001076","E02001059",19,0,0,0,7,1,0,5,1,3,2,0,4348.3925320884,0.125725878340611,2.3887916884716,-0.611208311528397
"1553",505395,"E02001076","E02001061",5,0,0,0,1,0,0,3,0,0,1,0,4390.21466477941,0.124678639349796,0.62339319674898,0.62339319674898
"1554",505396,"E02001076","E02001062",216,0,0,0,120,1,2,38,7,18,29,1,2845.12265581705,0.169823208086603,36.6818129467063,18.6818129467063
"1555",505397,"E02001076","E02001063",112,0,0,0,64,0,2,27,2,12,5,0,2826.15672460779,0.170468602419675,19.0924834710036,7.09248347100363
"1556",505398,"E02001076","E02001064",21,0,0,1,4,0,0,10,2,1,3,0,2747.21360576388,0.173181426573315,3.63680995803962,2.63680995803962
"1557",505399,"E02001076","E02001065",1,0,0,0,0,0,0,0,0,0,1,0,4404.02116181318,0.124334839182973,0.124334839182973,0.124334839182973
"1558",505400,"E02001076","E02001066",82,0,0,0,36,2,1,25,3,6,9,0,1709.12203475601,0.213141884360354,17.477634517549,11.477634517549
"1559",505401,"E02001076","E02001067",4,0,0,0,2,0,0,0,0,1,1,0,3018.26500566914,0.164043145168827,0.656172580675309,-0.343827419324691
"1560",505402,"E02001076","E02001068",4,0,0,1,0,0,0,3,0,0,0,0,2448.35472130088,0.183848404675893,0.735393618703573,0.735393618703573
"1561",505403,"E02001076","E02001069",20,0,0,0,3,0,0,10,1,1,5,0,1513.39353565509,0.221650932335918,4.43301864671837,3.43301864671837
"1562",505404,"E02001076","E02001070",47,0,0,0,6,0,0,16,0,0,25,0,913.964006469805,0.249882216629561,11.7444641815894,11.7444641815894
"1563",505405,"E02001076","E02001071",14,0,0,0,5,0,0,4,1,0,4,0,2023.37317606862,0.200158157080095,2.80221419912134,2.80221419912134
"1564",505406,"E02001076","E02001072",4,0,0,0,1,0,0,2,1,0,0,0,3125.9991399933,0.160546343695524,0.642185374782097,0.642185374782097
"1565",505407,"E02001076","E02001073",21,0,0,0,5,3,0,6,5,0,2,0,4206.33606362598,0.129349140252079,2.71633194529365,2.71633194529365
"1566",505408,"E02001076","E02001074",20,0,0,1,2,0,0,5,1,2,9,0,1725.68828834444,0.21243686046445,4.24873720928899,2.24873720928899
"1567",505409,"E02001076","E02001075",23,0,0,2,2,0,0,11,1,1,6,0,1964.28796643134,0.202537464917027,4.65836169309162,3.65836169309162
"1568",505410,"E02001076","E02001076",119,0,0,0,22,0,0,19,2,4,71,1,0,0.3,35.7,31.7
"1569",505411,"E02001076","E02001077",11,0,0,0,6,0,0,4,0,0,1,0,3463.98786844712,0.150052450198519,1.65057695218371,1.65057695218371
"1570",505412,"E02001076","E02001078",9,0,0,0,0,0,0,5,0,1,3,0,1566.41208021389,0.219313027506409,1.97381724755768,0.973817247557679
"1571",505413,"E02001076","E02001079",13,0,0,0,4,0,0,4,0,2,3,0,1895.98386962782,0.205323277557232,2.66920260824401,0.669202608244011
"1572",505414,"E02001076","E02001080",42,0,0,0,9,0,0,7,2,2,22,0,810.67658897452,0.255097839749269,10.7141092694693,8.71410926946928
"1573",505415,"E02001076","E02001081",2,0,0,0,0,0,0,2,0,0,0,0,4587.72585711033,0.119849561631898,0.239699123263795,0.239699123263795
"1574",505416,"E02001076","E02001082",42,0,0,0,12,2,0,11,1,4,12,0,1898.71581721071,0.205211121714044,8.61886711198984,4.61886711198984
"1575",505417,"E02001076","E02001083",30,0,0,0,12,0,0,13,0,3,2,0,2776.42324231433,0.172172662699361,5.16517988098082,2.16517988098082
"1576",505418,"E02001076","E02001084",14,0,0,0,3,1,0,7,2,0,1,0,1853.38851974528,0.207079912751715,2.89911877852401,2.89911877852401
"1577",505419,"E02001076","E02001085",8,0,0,0,4,0,0,3,0,0,1,0,1895.20157181045,0.205355404860856,1.64284323888685,1.64284323888685
"1578",505420,"E02001076","E02001086",19,0,0,0,10,0,0,6,1,0,2,0,3627.13717367234,0.145235278814607,2.75947029747753,2.75947029747753
"1579",505421,"E02001076","E02001087",29,0,0,0,12,0,0,7,2,5,3,0,3288.17494913167,0.155422541922466,4.50725371575153,-0.492746284248474
"1580",505422,"E02001076","E02001088",2,0,0,0,1,0,0,1,0,0,0,0,5723.1615815089,0.0955022835151691,0.191004567030338,0.191004567030338
"1581",505423,"E02001076","E02001089",61,0,0,0,34,0,0,19,0,2,6,0,3862.49559532838,0.138557216465138,8.45199020437339,6.45199020437339
"1582",505424,"E02001076","E02001090",23,0,0,0,11,0,0,9,2,0,1,0,4768.99746813599,0.115582317418341,2.65839330062183,2.65839330062183
"1583",505425,"E02001076","E02001091",1,0,0,0,0,0,0,1,0,0,0,0,7352.19065423798,0.0689474309411652,0.0689474309411652,0.0689474309411652
"1584",505426,"E02001076","E02001092",2,0,0,0,1,0,0,1,0,0,0,0,6499.65861695262,0.081765120364818,0.163530240729636,0.163530240729636
"1585",505427,"E02001076","E02001093",8,0,0,0,4,0,0,2,0,1,1,0,6291.20662198532,0.0852459962506629,0.681967970005303,-0.318032029994697
"1586",505428,"E02001076","E02001094",5,0,0,0,0,0,0,5,0,0,0,0,7336.49618216691,0.0691641896604166,0.345820948302083,0.345820948302083
"1587",505429,"E02001076","E02001095",26,0,0,0,1,0,0,24,1,0,0,0,7987.58910520273,0.0607194851286601,1.57870661334516,1.57870661334516
"1588",505430,"E02001076","E02001096",8,0,0,2,4,0,0,2,0,0,0,0,8358.48145805735,0.0563784043196682,0.451027234557345,0.451027234557345
"1589",505431,"E02001076","E02001097",34,0,0,1,18,0,0,13,0,2,0,0,10101.7432187695,0.0397827670926489,1.35261408115006,-0.647385918849937
"1590",505780,"E02001076","E02006902",418,0,2,6,333,0,1,40,9,11,16,0,4935.53639971423,0.111795934354272,46.7307005600855,35.7307005600855
"1591",505784,"E02001076","E02006912",192,0,0,7,136,1,0,22,7,10,9,0,3990.35190992204,0.135059050332339,25.931337663809,15.931337663809
"1592",505785,"E02001076","E02006913",23,0,0,0,15,0,0,6,1,0,1,0,6088.92523997752,0.0887654436931333,2.04160520494207,2.04160520494207
"1593",505786,"E02001076","E02006914",74,0,0,1,55,1,0,7,2,7,1,0,3562.59749134969,0.147122117968035,10.8870367296346,3.8870367296346
"1594",505787,"E02001076","E02006915",10,0,0,0,8,0,0,0,0,1,1,0,6460.39982620237,0.0824096473387328,0.824096473387328,-0.175903526612672
"1595",505788,"E02001076","E02006916",4,0,0,0,3,0,0,1,0,0,0,0,4144.85542364995,0.130949452495592,0.523797809982369,0.523797809982369
"1596",505789,"E02001076","E02006917",128,0,1,4,86,0,1,23,3,2,8,0,4352.57072526391,0.125620860823695,16.079470185433,14.079470185433
"1597",505855,"E02001077","E02001046",5,0,0,0,0,0,0,5,0,0,0,0,10334.2741500853,0.0379749846640764,0.189874923320382,0.189874923320382
"1598",505856,"E02001077","E02001047",1,0,0,0,0,0,0,0,0,1,0,0,10858.2542040522,0.0341967850015039,0.0341967850015039,-0.965803214998496
"1599",505857,"E02001077","E02001049",1,0,0,0,0,0,0,1,0,0,0,0,10608.1121200661,0.0359511132620466,0.0359511132620466,0.0359511132620466
"1600",505858,"E02001077","E02001050",11,0,1,0,0,0,0,10,0,0,0,0,9147.875233256,0.0481445251632641,0.529589776795905,0.529589776795905
"1601",505859,"E02001077","E02001051",2,0,0,0,1,0,0,1,0,0,0,0,9628.0136522958,0.0437363578758477,0.0874727157516954,0.0874727157516954
"1602",505860,"E02001077","E02001052",14,0,0,0,2,0,0,8,3,0,1,0,8305.04063659917,0.0569842177169233,0.797779048036926,0.797779048036926
"1603",505861,"E02001077","E02001053",5,0,0,0,0,0,0,5,0,0,0,0,8289.41509287907,0.0571625781466907,0.285812890733454,0.285812890733454
"1604",505862,"E02001077","E02001055",15,0,0,0,1,0,0,12,0,1,1,0,8418.41249115908,0.0557066749025739,0.835600123538609,-0.164399876461391
"1605",505863,"E02001077","E02001056",2,0,0,0,0,0,0,2,0,0,0,0,8207.68530105668,0.0581046336938721,0.116209267387744,0.116209267387744
"1606",505864,"E02001077","E02001057",16,0,0,1,3,0,0,8,2,2,0,0,6269.35087324158,0.0856194348491678,1.36991095758669,-0.630089042413315
"1607",505865,"E02001077","E02001059",20,0,0,0,2,0,0,12,0,5,0,1,6777.08428400429,0.0773519369329364,1.54703873865873,-3.45296126134127
"1608",505866,"E02001077","E02001061",9,0,0,0,3,0,0,6,0,0,0,0,7473.21298842391,0.067298629807534,0.605687668267806,0.605687668267806
"1609",505867,"E02001077","E02001062",172,0,0,0,50,0,0,80,3,38,1,0,4657.59353432197,0.118186486117886,20.3280756122763,-17.6719243877237
"1610",505868,"E02001077","E02001063",105,0,0,1,28,0,0,59,2,13,2,0,3151.92755604603,0.159715956140758,16.7701753947796,3.77017539477961
"1611",505869,"E02001077","E02001064",25,0,0,0,5,0,0,17,0,2,1,0,5671.1204911712,0.0965014830308282,2.4125370757707,0.412537075770704
"1612",505870,"E02001077","E02001065",1,0,0,0,0,0,0,1,0,0,0,0,7728.3123374012,0.0639511817526323,0.0639511817526323,0.0639511817526323
"1613",505871,"E02001077","E02001066",77,0,0,0,22,0,2,38,2,12,0,1,4238.62386162034,0.12851655160848,9.89577447385299,-2.10422552614701
"1614",505872,"E02001077","E02001067",7,0,0,0,0,0,0,6,1,0,0,0,6393.36443461249,0.0835219597028105,0.584653717919674,0.584653717919674
"1615",505873,"E02001077","E02001068",16,0,0,0,1,0,1,13,0,1,0,0,2214.25161425968,0.192660996916892,3.08257595067027,2.08257595067027
"1616",505874,"E02001077","E02001069",25,0,0,1,4,0,0,14,2,3,1,0,2875.33360618114,0.168800197708486,4.22000494271215,1.22000494271215
"1617",505875,"E02001077","E02001070",28,0,0,1,5,0,0,19,0,3,0,0,3830.61767291286,0.139443421740881,3.90441580874466,0.904415808744663
"1618",505876,"E02001077","E02001071",6,0,0,0,0,0,0,4,2,0,0,0,5447.37115534362,0.100917993711634,0.605507962269806,0.605507962269806
"1619",505877,"E02001077","E02001072",25,0,0,0,1,0,0,13,0,6,5,0,1361.44590491637,0.228490193753313,5.71225484383282,-0.287745156167184
"1620",505878,"E02001077","E02001073",111,0,0,1,10,1,0,29,2,11,57,0,1038.16047955493,0.243751771792834,27.0564466690045,16.0564466690045
"1621",505879,"E02001077","E02001074",36,0,0,0,8,0,0,19,0,7,2,0,1851.55835764445,0.207155724587296,7.45760608514266,0.457606085142658
"1622",505880,"E02001077","E02001075",5,0,0,0,0,0,0,5,0,0,0,0,5413.75596562661,0.101598755040496,0.507993775202479,0.507993775202479
"1623",505881,"E02001077","E02001076",13,0,0,0,2,0,0,4,1,5,1,0,3463.98786844712,0.150052450198519,1.95068185258075,-3.04931814741925
"1624",505882,"E02001077","E02001077",134,0,0,0,17,0,0,41,7,12,57,0,0,0.3,40.2,28.2
"1625",505883,"E02001077","E02001078",9,0,0,0,2,0,0,7,0,0,0,0,4838.5477396011,0.113985691428966,1.02587122286069,1.02587122286069
"1626",505884,"E02001077","E02001079",13,0,0,0,0,1,0,7,0,2,3,0,1678.7531167774,0.214440401505262,2.78772521956841,0.78772521956841
"1627",505885,"E02001077","E02001080",13,0,0,0,5,1,0,4,0,1,2,0,3544.17935134012,0.147665060506715,1.9196457865873,0.919645786587298
"1628",505886,"E02001077","E02001081",46,0,0,0,2,0,0,14,1,2,27,0,1206.22634255512,0.235694672345281,10.8419549278829,8.84195492788295
"1629",505887,"E02001077","E02001082",27,0,0,0,5,0,0,16,1,2,3,0,2422.51372898169,0.184801029274608,4.98962779041441,2.98962779041441
"1630",505888,"E02001077","E02001083",39,0,0,0,6,0,0,22,0,3,7,1,1607.3472410564,0.217524834679504,8.48346855250065,5.48346855250065
"1631",505889,"E02001077","E02001084",7,0,0,0,1,0,0,5,0,1,0,0,3265.76265429878,0.15612078083364,1.09284546583548,0.0928454658354765
"1632",505890,"E02001077","E02001085",7,0,0,0,3,0,0,4,0,0,0,0,4300.01519402928,0.126948238923687,0.888637672465806,0.888637672465806
"1633",505891,"E02001077","E02001086",35,0,0,0,8,0,0,14,0,8,5,0,1827.24030069828,0.208165703610587,7.28579962637056,-0.714200373629438
"1634",505892,"E02001077","E02001087",22,0,0,2,6,0,0,10,0,2,2,0,3264.71796193812,0.156153403879041,3.4353748853389,1.4353748853389
"1635",505893,"E02001077","E02001088",7,0,0,0,1,0,0,4,1,1,0,0,3307.79501021634,0.154813856993762,1.08369699895633,0.0836969989563305
"1636",505894,"E02001077","E02001089",24,0,0,0,7,0,0,14,0,3,0,0,4306.04657452522,0.126795196621432,3.04308471891438,0.0430847189143764
"1637",505895,"E02001077","E02001090",16,0,0,0,3,0,0,10,1,2,0,0,3420.23845301753,0.151371152426311,2.42193843882098,0.421938438820979
"1638",505896,"E02001077","E02001092",10,0,0,0,2,0,0,6,2,0,0,0,4480.92664249683,0.122437065402997,1.22437065402997,1.22437065402997
"1639",505897,"E02001077","E02001093",8,0,0,0,3,0,0,3,1,1,0,0,5265.82679919527,0.104649546440049,0.837196371520388,-0.162803628479612
"1640",505898,"E02001077","E02001094",12,0,0,0,2,0,0,9,0,0,1,0,6079.0716472128,0.0889405478837468,1.06728657460496,1.06728657460496
"1641",505899,"E02001077","E02001095",36,0,0,0,6,0,1,26,1,2,0,0,6114.51644600776,0.0883122814277074,3.17924213139747,1.17924213139747
