"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","ecp"
"844",500359,"E02001063","E02001071",5,0,0,0,1,1,0,3,0,0,0,0,3916.26900792801,0.137075061927824,0.685375309639121,0.685375309639121
"845",500360,"E02001063","E02001072",7,0,0,0,1,0,0,3,1,1,1,0,1860.87287145792,0.206770172849854,1.44739120994898,0.447391209948981
"846",500361,"E02001063","E02001073",23,0,0,0,8,0,0,8,1,0,6,0,3135.85178092046,0.160230294094795,3.68529676418029,3.68529676418029
"847",500362,"E02001063","E02001074",11,0,0,0,3,0,0,6,0,1,1,0,1990.85059598456,0.201464332432754,2.2161076567603,1.2161076567603
"848",500363,"E02001063","E02001075",8,0,0,1,1,0,0,6,0,0,0,0,4350.24648741778,0.125679268949879,1.00543415159903,1.00543415159903
"849",500364,"E02001063","E02001076",20,0,0,0,9,0,0,5,0,0,6,0,2826.15672460779,0.170468602419675,3.4093720483935,3.4093720483935
"850",500365,"E02001063","E02001077",10,0,0,0,5,0,0,3,0,1,1,0,3151.92755604603,0.159715956140758,1.59715956140758,0.597159561407582
"851",500366,"E02001063","E02001078",3,0,0,0,1,0,0,1,1,0,0,0,4298.9749222183,0.126974653806338,0.380923961419015,0.380923961419015
"852",500367,"E02001063","E02001079",5,0,0,0,1,0,0,3,0,1,0,0,2892.73392320938,0.168213783289086,0.84106891644543,-0.15893108355457
"853",500368,"E02001063","E02001080",8,0,0,0,2,0,0,1,0,0,5,0,3540.64780320221,0.147769394602359,1.18215515681887,1.18215515681887
"854",500369,"E02001063","E02001081",4,0,0,0,4,0,0,0,0,0,0,0,4271.51797674023,0.127673839027706,0.510695356110824,0.510695356110824
"855",500370,"E02001063","E02001082",16,0,0,0,6,0,0,5,0,2,3,0,3702.41473770001,0.143065065048271,2.28904104077233,0.289041040772331
"856",500371,"E02001063","E02001083",18,0,0,0,9,0,0,8,0,0,1,0,3828.43653030366,0.139504264208272,2.5110767557489,2.5110767557489
"857",500372,"E02001063","E02001084",7,0,0,0,2,0,0,4,0,0,1,0,4215.64427880807,0.129108562330449,0.903759936313144,0.903759936313144
"858",500373,"E02001063","E02001085",7,0,0,0,2,0,0,0,1,2,2,0,4664.67795632144,0.118019148106731,0.826134036747116,-1.17386596325288
"859",500374,"E02001063","E02001086",7,0,0,0,6,0,0,1,0,0,0,0,4553.68140009203,0.120668388770891,0.844678721396239,0.844678721396239
"860",500375,"E02001063","E02001087",13,0,0,0,5,0,0,7,0,0,1,0,5215.30333020754,0.10571235871601,1.37426066330813,1.37426066330813
"861",500376,"E02001063","E02001088",1,0,0,0,0,0,0,1,0,0,0,0,6409.25469789944,0.0832569438570384,0.0832569438570384,0.0832569438570384
"862",500377,"E02001063","E02001089",21,0,0,0,9,1,0,11,0,0,0,0,6098.49718833035,0.0885956745985731,1.86050916657004,1.86050916657004
"863",500378,"E02001063","E02001090",9,0,0,0,3,0,0,5,0,0,1,0,6136.37332296226,0.0879270778420994,0.791343700578895,0.791343700578895
"864",500379,"E02001063","E02001091",2,0,0,0,2,0,0,0,0,0,0,0,7799.32376464867,0.0630493480232156,0.126098696046431,0.126098696046431
"865",500380,"E02001063","E02001092",4,0,0,0,2,0,0,2,0,0,0,0,7513.89392523924,0.0667532970193167,0.267013188077267,0.267013188077267
"866",500381,"E02001063","E02001093",16,0,0,0,2,0,0,12,1,0,1,0,7944.76418287412,0.0612417801068269,0.97986848170923,0.97986848170923
"867",500382,"E02001063","E02001094",10,0,0,0,6,0,0,3,0,1,0,0,8888.71392162675,0.0507057689606884,0.507057689606884,-0.492942310393116
"868",500383,"E02001063","E02001095",26,0,0,0,6,0,1,19,0,0,0,0,9142.66525015858,0.0481947177414379,1.25306266127739,1.25306266127739
"869",500384,"E02001063","E02001096",12,0,0,1,4,0,0,6,0,0,1,0,10270.5829436628,0.0384618132687889,0.461541759225467,0.461541759225467
"870",500385,"E02001063","E02001097",22,0,0,2,5,1,0,14,0,0,0,0,11617.4786955346,0.0293791939649854,0.646342267229679,0.646342267229679
"871",500693,"E02001063","E02006902",412,0,3,4,170,1,0,32,5,19,177,1,2603.92139849955,0.178216338110596,73.4251313015657,54.4251313015657
"872",500695,"E02001063","E02006912",239,0,0,2,87,1,1,28,3,21,94,2,1851.21440773154,0.20716997531613,49.5136241005551,28.5136241005551
"873",500696,"E02001063","E02006913",6,0,0,0,4,0,0,2,0,0,0,0,3855.23137335338,0.138758664841604,0.832551989049625,0.832551989049625
"874",500697,"E02001063","E02006914",135,0,2,1,26,3,0,14,0,8,80,1,883.722622928566,0.251398153200849,33.9387506821146,25.9387506821146
"875",500698,"E02001063","E02006915",14,0,0,0,6,0,0,5,1,0,2,0,3948.5162254825,0.136193848780901,1.90671388293261,1.90671388293261
"876",500699,"E02001063","E02006916",22,0,0,1,1,2,0,5,0,0,13,0,1351.05074100813,0.228965726509219,5.03724598320282,5.03724598320282
"877",500700,"E02001063","E02006917",160,0,0,0,47,2,0,17,4,8,82,0,1554.68212976141,0.219828137681089,35.1725020289742,27.1725020289742
"878",500746,"E02001064","E02001045",1,0,0,0,1,0,0,0,0,0,0,0,8262.78155359505,0.0574678789029096,0.0574678789029096,0.0574678789029096
"879",500747,"E02001064","E02001046",5,0,0,0,2,0,0,2,0,0,1,0,7060.51502394643,0.073089116447711,0.365445582238555,0.365445582238555
"880",500748,"E02001064","E02001047",1,0,0,0,0,0,0,1,0,0,0,0,6729.46022004918,0.0780922195814098,0.0780922195814098,0.0780922195814098
"881",500749,"E02001064","E02001048",4,0,0,0,1,1,0,2,0,0,0,0,8348.26198029094,0.0564937537304762,0.225975014921905,0.225975014921905
"882",500750,"E02001064","E02001049",4,0,0,0,2,0,0,2,0,0,0,0,5913.16231463701,0.0919412707437666,0.367765082975066,0.367765082975066
"883",500751,"E02001064","E02001050",10,0,0,0,1,0,0,8,0,0,0,1,6038.19462046618,0.0896706533020429,0.896706533020429,0.896706533020429
"884",500752,"E02001064","E02001051",7,0,0,0,3,0,0,1,0,0,3,0,5514.74309868102,0.0995673057240299,0.696971140068209,0.696971140068209
"885",500753,"E02001064","E02001052",12,0,1,0,1,0,0,8,1,0,0,1,5960.9116246535,0.0910674234972829,1.09280908196739,1.09280908196739
"886",500754,"E02001064","E02001053",4,0,0,0,1,0,0,3,0,0,0,0,4647.6183378417,0.118422508160294,0.473690032641175,0.473690032641175
"887",500755,"E02001064","E02001055",23,0,0,0,9,0,0,12,0,0,2,0,3758.25407485985,0.141476221876134,3.25395310315107,3.25395310315107
"888",500756,"E02001064","E02001056",7,0,0,0,3,0,0,4,0,0,0,0,2979.85818809329,0.165308072161496,1.15715650513047,1.15715650513047
"889",500757,"E02001064","E02001057",32,0,0,0,9,2,0,14,3,2,2,0,2762.59622270963,0.172649448604825,5.52478235535439,3.52478235535439
"890",500758,"E02001064","E02001059",63,0,0,0,13,2,0,21,5,5,14,3,1747.09020761131,0.211529492484058,13.3263580264956,8.32635802649565
"891",500759,"E02001064","E02001061",39,0,0,0,8,3,0,9,1,0,18,0,1805.79781472141,0.209060338595388,8.15335320522015,8.15335320522015
"892",500760,"E02001064","E02001062",164,0,0,0,54,2,0,55,8,6,38,1,1770.50268849884,0.210541321802325,34.5287767755812,28.5287767755812
"893",500761,"E02001064","E02001063",36,0,0,0,17,1,0,13,2,1,2,0,3292.45644223671,0.155289510779466,5.59042238806076,4.59042238806076
"894",500762,"E02001064","E02001064",206,0,0,0,32,2,0,59,7,10,94,2,0,0.3,61.8,51.8
"895",500763,"E02001064","E02001065",11,0,0,0,0,0,0,6,0,0,5,0,2307.66976124413,0.189094808660354,2.0800428952639,2.0800428952639
"896",500764,"E02001064","E02001066",140,0,0,0,36,0,1,58,13,2,29,1,1439.56949871923,0.224947844905006,31.4926982867009,29.4926982867009
"897",500765,"E02001064","E02001067",24,0,0,0,5,0,0,8,1,2,8,0,1488.27509108791,0.222767239309103,5.34641374341846,3.34641374341846
"898",500766,"E02001064","E02001068",13,0,0,0,2,0,0,10,0,1,0,0,3744.00979648364,0.141879841868309,1.84443794428802,0.844437944288019
"899",500767,"E02001064","E02001069",12,0,0,0,3,1,0,4,1,2,1,0,2811.81366801363,0.170958312640407,2.05149975168489,0.0514997516848852
"900",500768,"E02001064","E02001070",33,0,0,0,7,0,0,13,4,3,3,3,1953.89618567028,0.202958847643299,6.69764197222888,3.69764197222888
"901",500769,"E02001064","E02001071",41,0,0,0,5,0,0,13,1,3,19,0,1561.84718943879,0.219513346939352,9.00004722451344,6.00004722451344
"902",500770,"E02001064","E02001072",4,0,0,0,0,0,0,2,0,0,2,0,4768.57771059885,0.115592021135435,0.46236808454174,0.46236808454174
"903",500771,"E02001064","E02001073",15,0,0,0,4,0,0,10,0,0,1,0,6083.33853374002,0.0888646804150412,1.33297020622562,1.33297020622562
"904",500772,"E02001064","E02001074",7,0,0,0,2,0,0,2,0,1,2,0,3841.91662032065,0.139128664739385,0.973900653175695,-0.0260993468243049
"905",500773,"E02001064","E02001075",42,0,0,0,13,0,1,17,2,3,5,1,2358.05771201687,0.187198758532904,7.86234785838198,4.86234785838198
"906",500774,"E02001064","E02001076",15,0,0,0,4,0,0,6,0,4,1,0,2747.21360576388,0.173181426573315,2.59772139859973,-1.40227860140027
"907",500775,"E02001064","E02001077",8,0,0,0,2,0,0,6,0,0,0,0,5671.1204911712,0.0965014830308282,0.772011864246625,0.772011864246625
"908",500776,"E02001064","E02001078",14,0,0,0,8,0,0,4,1,0,1,0,2988.05843280717,0.165037181030591,2.31052053442827,2.31052053442827
"909",500777,"E02001064","E02001080",8,0,0,0,4,0,0,0,2,0,2,0,3404.28495318602,0.151854903699437,1.2148392295955,1.2148392295955
"910",500778,"E02001064","E02001081",4,0,0,0,0,0,1,2,1,0,0,0,6875.57760899391,0.0758431167020637,0.303372466808255,0.303372466808255
"911",500779,"E02001064","E02001082",25,0,0,0,5,1,0,16,2,0,1,0,4639.30148385724,0.118619652618775,2.96549131546937,2.96549131546937
"912",500780,"E02001064","E02001083",9,0,0,0,3,0,0,6,0,0,0,0,5427.6812890695,0.10131618959959,0.91184570639631,0.91184570639631
"913",500781,"E02001064","E02001084",5,0,0,0,5,0,0,0,0,0,0,0,4535.28090643144,0.121113278472327,0.605566392361636,0.605566392361636
"914",500782,"E02001064","E02001085",13,0,0,0,2,0,0,5,2,1,3,0,4149.65201533747,0.130823890521109,1.70071057677442,0.700710576774415
"915",500783,"E02001064","E02001086",9,0,0,0,5,0,0,2,0,0,2,0,6290.98787566446,0.085249725781854,0.767247532036686,0.767247532036686
"916",500784,"E02001064","E02001087",4,0,0,0,2,0,0,2,0,0,0,0,6015.79160364591,0.090073333384073,0.360293333536292,0.360293333536292
"917",500785,"E02001064","E02001089",15,0,0,0,4,0,0,7,1,0,1,2,6477.75187912061,0.0821241477134149,1.23186221570122,1.23186221570122
"918",500786,"E02001064","E02001090",13,0,0,0,2,1,0,5,4,0,1,0,7514.26118119973,0.0667483940901393,0.867729123171812,0.867729123171812
"919",500787,"E02001064","E02001092",5,0,0,0,2,0,0,2,1,0,0,0,9228.81090832789,0.0473714768327443,0.236857384163722,0.236857384163722
"920",500788,"E02001064","E02001093",16,0,0,1,7,0,0,5,0,0,3,0,9018.17214040387,0.0494097635103609,0.790556216165775,0.790556216165775
"921",500789,"E02001064","E02001094",10,0,0,0,6,1,0,3,0,0,0,0,10069.1957630619,0.0400425773615242,0.400425773615242,0.400425773615242
"922",500790,"E02001064","E02001095",34,0,0,1,8,0,0,20,2,0,3,0,10732.9412358009,0.03506467549271,1.19219896675214,1.19219896675214
"923",500791,"E02001064","E02001096",2,0,0,1,0,0,0,1,0,0,0,0,11001.7638380246,0.0332292232473536,0.0664584464947071,0.0664584464947071
"924",500792,"E02001064","E02001097",18,0,0,1,5,0,0,10,1,1,0,0,12826.3334410608,0.0230696012213873,0.415252821984972,-0.584747178015028
"925",501031,"E02001064","E02006902",193,0,3,0,132,1,0,39,3,4,11,0,3748.36463152581,0.141756323005116,27.3589703399873,23.3589703399873
"926",501033,"E02001064","E02006912",124,0,1,1,62,5,1,39,2,4,8,1,2949.89714625427,0.166301606333793,20.6213991853903,16.6213991853903
"927",501034,"E02001064","E02006913",22,0,0,0,5,0,0,14,1,2,0,0,4522.44327802462,0.121424639467789,2.67134206829136,0.671342068291364
"928",501035,"E02001064","E02006914",37,0,0,1,18,0,0,13,3,0,2,0,3395.32288801321,0.152127334489502,5.62871137611159,5.62871137611159
"929",501036,"E02001064","E02006915",23,0,0,0,5,0,0,17,1,0,0,0,5218.33420151054,0.105648298023062,2.42991085453043,2.42991085453043
"930",501037,"E02001064","E02006916",2,0,0,0,1,0,0,1,0,0,0,0,4441.88687198537,0.123396790258164,0.246793580516329,0.246793580516329
"931",501038,"E02001064","E02006917",66,0,0,2,48,0,0,12,0,0,3,1,4167.95059607499,0.130345987245058,8.60283515817383,8.60283515817383
"932",501075,"E02001065","E02001045",3,0,0,0,0,0,0,2,1,0,0,0,9215.4542725833,0.0474981907166588,0.142494572149976,0.142494572149976
"933",501076,"E02001065","E02001046",3,0,0,0,0,0,0,2,0,0,1,0,7933.83254123408,0.0613758212210814,0.184127463663244,0.184127463663244
"934",501077,"E02001065","E02001047",10,0,0,0,2,0,0,8,0,0,0,0,7107.11946329266,0.0724110261001946,0.724110261001946,0.724110261001946
"935",501078,"E02001065","E02001048",3,0,0,0,1,0,0,2,0,0,0,0,9683.59688654855,0.0432528487104547,0.129758546131364,0.129758546131364
"936",501079,"E02001065","E02001049",1,0,0,0,0,0,0,1,0,0,0,0,5931.53231639773,0.0916040982478824,0.0916040982478824,0.0916040982478824
"937",501080,"E02001065","E02001050",13,0,0,0,4,0,0,8,1,0,0,0,7135.27287755935,0.072004448306643,0.936057827986359,0.936057827986359
"938",501081,"E02001065","E02001051",8,0,0,0,2,0,0,5,0,0,1,0,6089.64356275344,0.0887526921611429,0.710021537289143,0.710021537289143
"939",501082,"E02001065","E02001052",17,0,0,1,1,0,0,14,0,0,1,0,7410.75286236112,0.0681445989204605,1.15845818164783,1.15845818164783
"940",501083,"E02001065","E02001053",6,0,0,0,1,0,0,3,2,0,0,0,5709.79595237435,0.0957579146506377,0.574547487903826,0.574547487903826
"941",501084,"E02001065","E02001055",29,0,0,0,2,0,0,23,0,1,3,0,4292.06957369489,0.127150135802515,3.68735393827293,2.68735393827293
"942",501085,"E02001065","E02001056",11,0,0,0,1,0,0,9,0,0,1,0,3106.62026641784,0.161169792548235,1.77286771803058,1.77286771803058
"943",501086,"E02001065","E02001057",21,0,0,0,2,0,0,16,2,0,1,0,4455.1672786971,0.12306947322861,2.58445893780082,2.58445893780082
"944",501087,"E02001065","E02001059",117,0,0,2,33,3,2,38,3,1,33,2,2872.19482600941,0.168906196318349,19.7620249692468,18.7620249692468
"945",501088,"E02001065","E02001061",171,0,0,1,27,2,0,47,7,5,82,0,1095.80605666441,0.240957667208085,41.2037610925826,36.2037610925826
"946",501089,"E02001065","E02001062",138,0,0,1,39,1,3,79,8,5,2,0,4041.39526171596,0.133687290842111,18.4488461362113,13.4488461362113
"947",501090,"E02001065","E02001063",41,0,0,0,14,0,0,25,0,2,0,0,5596.59696493586,0.0979505815581535,4.01597384388429,2.01597384388429
"948",501091,"E02001065","E02001064",137,0,0,0,29,2,1,52,9,9,34,1,2307.66976124413,0.189094808660354,25.9059887864686,16.9059887864686
"949",501092,"E02001065","E02001065",113,0,0,1,21,1,0,20,2,2,66,0,0,0.3,33.9,31.9
"950",501093,"E02001065","E02001066",85,0,0,0,28,0,0,46,6,3,2,0,3649.96341241534,0.14457375494409,12.2887691702476,9.28876917024762
"951",501094,"E02001065","E02001067",43,0,0,0,9,0,1,10,4,3,16,0,1396.67570659194,0.226885919375068,9.75609453312793,6.75609453312793
"952",501095,"E02001065","E02001068",4,0,0,0,0,0,0,4,0,0,0,0,5979.58386389361,0.0907279711815664,0.362911884726265,0.362911884726265
"953",501096,"E02001065","E02001069",11,0,0,0,1,0,0,10,0,0,0,0,4974.51409069853,0.110927813010643,1.22020594311707,1.22020594311707
"954",501097,"E02001065","E02001070",33,0,0,0,8,0,0,15,5,4,0,1,3898.82522459681,0.137554118634139,4.53928591492659,0.539285914926587
"955",501098,"E02001065","E02001071",22,0,0,0,7,1,0,8,3,1,2,0,2411.91432816573,0.185193200842203,4.07425041852847,3.07425041852847
"956",501099,"E02001065","E02001072",2,0,0,0,1,0,0,1,0,0,0,0,6976.35774843368,0.0743297239561566,0.148659447912313,0.148659447912313
"957",501100,"E02001065","E02001073",12,0,0,0,7,0,0,3,0,0,2,0,8262.47683487443,0.0574713813173409,0.689656575808091,0.689656575808091
"958",501101,"E02001065","E02001074",12,0,0,0,4,0,0,8,0,0,0,0,5877.87188928165,0.0925924955507831,1.1111099466094,1.1111099466094
"959",501102,"E02001065","E02001075",24,0,0,0,7,0,0,12,1,3,1,0,2889.19188866492,0.168332989313539,4.03999174352494,1.03999174352494
"960",501103,"E02001065","E02001076",9,0,0,0,5,0,0,2,0,0,2,0,4404.02116181318,0.124334839182973,1.11901355264675,1.11901355264675
"961",501104,"E02001065","E02001077",9,0,0,0,3,0,1,5,0,0,0,0,7728.3123374012,0.0639511817526323,0.575560635773691,0.575560635773691
"962",501105,"E02001065","E02001078",16,0,0,0,11,0,0,4,0,1,0,0,3763.2644181155,0.14133452399667,2.26135238394672,1.26135238394672
"963",501106,"E02001065","E02001079",5,0,0,0,3,0,0,1,1,0,0,0,6285.95096485809,0.085335648105902,0.42667824052951,0.42667824052951
"964",501107,"E02001065","E02001080",4,0,0,0,1,0,0,3,0,0,0,0,4776.44994767663,0.115410170770983,0.461640683083933,0.461640683083933
"965",501108,"E02001065","E02001081",5,0,0,3,1,0,0,1,0,0,0,0,8909.86535076349,0.0504917221237426,0.252458610618713,0.252458610618713
"966",501109,"E02001065","E02001082",22,0,0,0,5,0,0,13,1,0,3,0,6218.36126627477,0.0864970423961495,1.90293493271529,1.90293493271529
"967",501110,"E02001065","E02001083",17,0,0,0,9,0,0,7,1,0,0,0,7173.13254483579,0.0714612943734039,1.21484200434787,1.21484200434787
"968",501111,"E02001065","E02001084",4,0,0,0,1,0,0,3,0,0,0,0,5838.28316509978,0.0933285293229156,0.373314117291662,0.373314117291662
"969",501112,"E02001065","E02001085",6,0,0,0,2,1,0,2,1,0,0,0,5060.28416152129,0.109041183631662,0.654247101789973,0.654247101789973
"970",501113,"E02001065","E02001086",12,0,0,0,7,0,1,3,0,0,1,0,8011.93695542632,0.060424526087459,0.725094313049508,0.725094313049508
"971",501114,"E02001065","E02001087",2,0,0,0,0,0,0,2,0,0,0,0,7324.33690150226,0.069332591700996,0.138665183401992,0.138665183401992
"972",501115,"E02001065","E02001088",2,0,0,0,1,0,0,1,0,0,0,0,10091.5238815952,0.0398641609455663,0.0797283218911326,0.0797283218911326
"973",501116,"E02001065","E02001089",18,0,0,0,3,0,0,13,0,2,0,0,7496.25435919795,0.0669892127580039,1.20580582964407,-0.794194170355929
"974",501117,"E02001065","E02001090",17,0,0,0,1,1,0,15,0,0,0,0,8973.04053752984,0.0498577707621094,0.84758210295586,0.84758210295586
"975",501118,"E02001065","E02001091",9,0,0,0,1,0,0,5,0,3,0,0,11733.0412155445,0.0287079541240632,0.258371587116569,-2.74162841288343
"976",501119,"E02001065","E02001092",6,0,0,0,0,0,0,4,0,0,2,0,10761.7786229631,0.0348630228406672,0.209178137044003,0.209178137044003
"977",501120,"E02001065","E02001093",18,0,0,0,2,0,0,15,0,1,0,0,10214.8630138318,0.0388928283283981,0.700070909911165,-0.299929090088835
"978",501121,"E02001065","E02001094",12,0,0,0,2,0,0,10,0,0,0,0,11271.1339224822,0.0314863994832787,0.377836793799345,0.377836793799345
"979",501122,"E02001065","E02001095",18,0,0,0,2,0,0,14,0,0,1,1,12138.4167599311,0.0264723058076519,0.476501504537735,0.476501504537735
"980",501123,"E02001065","E02001096",4,0,0,0,1,0,0,3,0,0,0,0,11891.4946830785,0.0278124437663535,0.111249775065414,0.111249775065414
"981",501124,"E02001065","E02001097",25,0,0,1,5,0,0,15,4,0,0,0,13940.1677447187,0.0184626343678864,0.461565859197159,0.461565859197159
"982",501387,"E02001065","E02006902",204,0,0,12,127,0,1,52,5,2,4,1,5734.37188862142,0.0952884013875683,19.4388338830639,17.4388338830639
"983",501389,"E02001065","E02006912",144,0,0,16,69,0,0,42,7,5,4,1,5083.38134900235,0.108538636335936,15.6295636323749,10.6295636323749
"984",501390,"E02001065","E02006913",13,0,0,0,4,0,0,7,1,0,1,0,6206.3041499555,0.0867058750672226,1.12717637587389,1.12717637587389
"985",501391,"E02001065","E02006914",50,0,0,2,29,0,0,11,6,1,1,0,5677.91633216438,0.0963704103790394,4.81852051895197,3.81852051895197
"986",501392,"E02001065","E02006915",16,0,0,0,5,0,1,7,3,0,0,0,7041.63630628037,0.0733656038507763,1.17384966161242,1.17384966161242
"987",501393,"E02001065","E02006916",6,0,0,0,3,0,0,3,0,0,0,0,6739.72595301545,0.0779320492896263,0.467592295737758,0.467592295737758
"988",501394,"E02001065","E02006917",82,0,0,4,49,0,1,20,2,1,5,0,6418.98047531161,0.0830951535608979,6.81380259199363,5.81380259199363
"989",501448,"E02001066","E02001045",3,0,0,0,1,0,0,1,0,0,1,0,8621.37001114729,0.0534907355933108,0.160472206779932,0.160472206779932
"990",501449,"E02001066","E02001046",1,0,0,0,0,0,0,1,0,0,0,0,7519.12257362859,0.0666835276018611,0.0666835276018611,0.0666835276018611
"991",501450,"E02001066","E02001047",1,0,0,0,0,0,0,1,0,0,0,0,7495.54690569718,0.0669986917792007,0.0669986917792007,0.0669986917792007
"992",501451,"E02001066","E02001049",1,0,0,0,1,0,0,0,0,0,0,0,6888.31410950319,0.0756501673774138,0.0756501673774138,0.0756501673774138
"993",501452,"E02001066","E02001050",11,0,1,0,2,0,0,8,0,0,0,0,6394.5378463766,0.0835023608726349,0.918525969598984,0.918525969598984
"994",501453,"E02001066","E02001051",4,0,0,0,2,0,0,0,0,0,2,0,6238.00415823265,0.0861578985971447,0.344631594388579,0.344631594388579
"995",501454,"E02001066","E02001052",8,0,2,0,2,0,0,4,0,0,0,0,6038.20317421199,0.0896704998981792,0.717363999185433,0.717363999185433
"996",501455,"E02001066","E02001053",6,0,0,0,2,0,0,3,0,0,1,0,5133.82603064891,0.107449102306052,0.644694613836314,0.644694613836314
